날짜,종가,시가,고가,저가,거래량
2024-10-10,56800,56900,57300,55600,1368461
2024-10-08,55400,54900,55500,54300,1151924
2024-10-07,55500,55500,55800,54600,1149097
2024-10-04,54900,55500,55900,54100,1540085
2024-10-02,55900,55000,57100,54700,1298666
2024-09-30,55500,56600,56800,55300,1399941
2024-09-27,56200,56400,57900,56200,1171368
2024-09-26,57000,54600,57000,54500,1949328
2024-09-25,53500,57000,57500,53200,2379852
2024-09-24,56400,56300,56600,55000,1991667
2024-09-23,55800,55800,56700,55500,885060
2024-09-20,55500,57100,57300,55500,2181203
2024-09-19,56900,56100,57000,55700,1107349
2024-09-13,55900,54500,55900,54500,1280946
2024-09-12,53900,53500,53900,52900,1798591
2024-09-11,53100,57600,57600,52900,1907871
2024-09-10,56600,56100,56700,55400,926984
2024-09-09,56100,56000,56300,54800,1225919
2024-09-06,57100,56700,57500,56300,1189794
2024-09-05,56200,56000,56600,55300,982448
2024-09-04,55500,56900,57000,55400,998414
2024-09-03,57200,56300,57300,56100,858085
2024-09-02,56300,56500,56700,55300,1087907
2024-08-30,56100,57900,58000,56100,1566812
2024-08-29,57100,57100,58600,56400,835722
2024-08-28,57600,59400,59900,56900,1250707
2024-08-27,59700,61800,61800,59500,1054127
2024-08-26,61400,59800,64600,59500,2376336
2024-08-23,60000,59900,60000,58100,1156046
2024-08-22,59100,58400,59100,57000,1645440
2024-08-21,58800,58600,59200,57500,1457620
2024-08-20,58400,57200,58700,57200,920358
2024-08-19,57200,55900,58100,55400,1086839
2024-08-16,55500,55700,56700,55200,1283301
2024-08-14,55000,55700,56000,54500,729272
2024-08-13,55500,54000,55800,53800,1331914
2024-08-12,54100,54400,54700,53600,843671
2024-08-09,54000,53700,54500,52800,1661725
2024-08-08,54200,53200,54500,52700,1860065
2024-08-07,53700,52400,54700,52000,2228993
2024-08-06,53200,54700,55700,53200,2300982
2024-08-05,52800,53800,54500,51600,2897784
2024-08-02,57100,59500,60000,56300,1894909
2024-08-01,60700,59800,61100,59600,1124108
2024-07-31,59800,59500,60600,58700,1535091
2024-07-30,59500,59800,60400,59200,1805546
2024-07-29,60700,58400,64200,58100,4871313
2024-07-26,58000,54200,58400,54200,3558607
2024-07-25,54500,54500,55700,54000,1514707
2024-07-24,54800,54700,55900,54400,1727556
2024-07-23,55100,55100,56000,55000,1574201
2024-07-22,55000,53600,55500,53300,1883148
2024-07-19,53400,53300,53700,52200,1566852
2024-07-18,54300,52500,54300,52400,1772040
2024-07-17,53800,52600,54000,51800,1609621
2024-07-16,52600,52200,53300,51800,1030734
2024-07-15,51800,52600,52700,51500,955712
2024-07-12,52400,52100,52900,51500,895581
2024-07-11,52000,51600,52500,51500,1504253
2024-07-10,51000,51000,51400,50600,988357
2024-07-09,51500,51500,52200,50100,1254471
2024-07-08,52000,53000,54000,51800,1034352
2024-07-05,53500,53400,54200,52900,1785928
2024-07-04,52500,51100,53200,50800,1628825
2024-07-03,51100,49600,52500,49350,3366585
2024-07-02,49500,47500,50500,47500,2635828
2024-07-01,47850,47650,48150,47500,841977
2024-06-28,48150,47950,48600,47200,1207957
2024-06-27,47150,46900,47200,46200,948915
2024-06-26,47650,46850,47950,46450,1027364
2024-06-25,47450,48450,48450,47350,839962
2024-06-24,48000,47200,48000,47200,728944
2024-06-21,47600,48000,48200,47400,1059661
2024-06-20,47650,46350,47800,46350,871052
2024-06-19,46350,46200,46400,45700,843205
2024-06-18,45700,46500,46750,45650,740437
2024-06-17,46200,46500,46900,45800,878203
2024-06-14,46950,46750,47650,46650,1584339
2024-06-13,46950,47750,48450,46950,1772266
2024-06-12,47800,45950,47800,45500,1580910
2024-06-11,46200,46500,47000,46200,956400
2024-06-10,46200,46600,47300,45900,872301
2024-06-07,47100,46900,48200,46250,1914676
2024-06-05,45550,45500,45900,44350,1212947
2024-06-04,45400,46550,47100,45300,1266371
2024-06-03,47000,48100,48250,46950,784501
2024-05-31,47150,46450,48350,46350,2926485
2024-05-30,46000,45900,47200,45900,1196258
2024-05-29,46300,46000,47000,45750,1116005
2024-05-28,46550,46550,46900,46300,787954
2024-05-27,47000,47300,48050,46800,763379
2024-05-24,47400,46850,47850,46450,1046047
2024-05-23,47550,47000,48000,46800,1203687
2024-05-22,47850,49100,49100,47750,942514
2024-05-21,48900,48500,49400,48300,944210
2024-05-20,49000,48500,50200,48300,1394788
2024-05-17,47700,47700,48200,47600,985756
2024-05-16,48150,48000,49200,47750,2673336
2024-05-14,47500,48300,48350,47350,1049266
2024-05-13,47750,47800,49300,47600,1281335
2024-05-10,47750,47200,48350,47000,1308651
2024-05-09,46500,46850,47550,46350,1320150
2024-05-08,47300,46500,47750,46450,1592494
2024-05-07,46250,46950,47400,45350,1833197
2024-05-03,46450,46400,47050,45950,827456
2024-05-02,45800,45800,46600,45200,1685667
2024-04-30,46650,47200,47550,46150,2276490
2024-04-29,46850,46850,47350,46150,1873235
2024-04-26,46750,44050,47800,43950,3657539
2024-04-25,43500,42800,44200,42550,1229092
2024-04-24,43300,44550,45200,43200,1697154
2024-04-23,43900,43850,45150,43550,2305670
2024-04-22,44300,43050,44650,43050,2377699
2024-04-19,41750,41350,41850,40900,1652874
2024-04-18,41900,40900,42400,40600,1838520
2024-04-17,40550,41250,41450,40450,1171591
2024-04-16,41050,41950,42050,40700,1445005
2024-04-15,42150,41800,42400,40700,1200212
2024-04-12,41850,42650,43100,41300,2560050
2024-04-11,43100,41600,43750,41600,3381296
2024-04-09,43600,44550,44800,43400,1385474
2024-04-08,44400,44550,45000,44250,1516111
2024-04-05,44100,43900,44750,43900,1379480
2024-04-04,44550,44050,45150,44000,1610074
2024-04-03,43500,44900,45100,43300,2844036
2024-04-02,44900,45000,45450,44500,1929406
2024-04-01,45550,46300,46500,45350,1127773
2024-03-29,46000,47200,47500,45900,1377596
2024-03-28,47200,47250,47600,47050,2311059
2024-03-27,47000,47950,48350,46900,23699462
2024-03-26,49750,49900,51400,49650,1569695
2024-03-25,50600,50200,51000,49700,1399704
2024-03-22,50600,50300,51000,49900,1595917
2024-03-21,50900,49400,51000,49200,1756875
2024-03-20,48800,48600,49850,48600,1218353
2024-03-19,47850,48150,48500,47650,2119868
2024-03-18,48950,49550,49700,47350,2344805
2024-03-15,49600,50200,50600,49400,4184819
2024-03-14,51500,47650,51500,47600,4153381
2024-03-13,47600,45500,47600,45450,3301027
2024-03-12,45500,45400,46950,45150,2089979
2024-03-11,45700,45250,46150,45000,1828210
2024-03-08,46000,45800,46450,45150,3311443
2024-03-07,45400,44800,45950,44350,12779531
2024-03-06,45600,44150,45650,44150,2459149
2024-03-05,44050,44650,45350,44050,3116406
2024-03-04,44200,44750,44750,43100,3749034
2024-02-29,43550,42500,43800,42200,3407564
2024-02-28,42900,41600,43000,41600,1443410
2024-02-27,42000,41150,42600,40850,2181272
2024-02-26,41350,42450,42500,39850,2427411
2024-02-23,43300,42600,43600,42400,1911413
2024-02-22,42600,42900,42950,41550,1831382
2024-02-21,43050,43500,43650,42200,1887056
2024-02-20,43250,45100,45150,42550,2202279
2024-02-19,45050,45000,45500,44450,2427758
2024-02-16,44500,43500,44500,43100,1903016
2024-02-15,43000,44200,44500,42900,1718579
2024-02-14,43800,44000,44450,43350,1743330
2024-02-13,44500,44550,45750,44100,3719401
2024-02-08,44150,42450,44350,42250,4172976
2024-02-07,42850,41800,43150,41550,1531667
2024-02-06,42150,42550,43300,41850,1953833
2024-02-05,42700,44400,44400,41100,10298785
2024-02-02,45300,43350,45450,41500,5600729
2024-02-01,42500,41150,42500,41000,5403853
2024-01-31,40850,39500,40950,39400,1681181
2024-01-30,39950,40250,40600,39900,1366062
2024-01-29,40500,39900,41000,39550,1670283
2024-01-26,39800,39300,40050,39300,1209949
2024-01-25,39650,39700,39900,39450,6962512
2024-01-24,40050,38900,40450,38750,2481575
2024-01-23,39000,38000,39000,37600,1624286
2024-01-22,37150,37050,37350,36800,538586
2024-01-19,36800,36650,37100,36400,752717
2024-01-18,36350,36550,36600,36100,673440
2024-01-17,36550,37200,37600,36550,817498
2024-01-16,36850,36800,37100,36550,443148
2024-01-15,37200,36850,37350,36750,407756
2024-01-12,36650,37200,37250,36550,527547
2024-01-11,37200,37200,37850,36850,955636
2024-01-10,36750,37200,37550,36700,385732
2024-01-09,37250,37450,37500,36800,388703
2024-01-08,36950,37100,37350,36750,356649
2024-01-05,36850,37100,37300,36650,671689
2024-01-04,37300,37950,38000,37050,887191
2024-01-03,37900,38800,39200,37900,931521
2024-01-02,39350,39700,39800,38400,924555
2023-12-28,40150,39100,40150,38650,1045017
2023-12-27,39000,38950,39000,38500,525252
2023-12-26,39100,39200,39300,38550,746864
2023-12-22,38800,39350,39500,38800,387597
2023-12-21,39300,38900,39400,38900,621640
2023-12-20,39400,38850,39450,38550,930194
2023-12-19,38450,38200,38750,38150,648480
2023-12-18,38700,38550,38700,38300,664887
2023-12-15,38900,38000,38900,37950,1485313
2023-12-14,37900,37850,37900,37050,1779177
2023-12-13,37050,37000,37350,36950,583277
2023-12-12,37150,36900,37150,36600,873099
2023-12-11,36600,36950,36950,36500,576909
2023-12-08,36650,36650,36800,36250,536975
2023-12-07,36350,36400,36700,36200,575611
2023-12-06,36700,36500,37000,36500,640850
2023-12-05,36700,36550,36850,36300,654857
2023-12-04,36750,36450,36750,36350,640431
2023-12-01,36400,36900,36950,36300,627672
2023-11-30,36900,36200,36900,36050,1461987
2023-11-29,36300,36600,36950,36200,726167
2023-11-28,37000,37050,37100,36600,742029
2023-11-27,36750,36500,37000,36450,601759
2023-11-24,36750,37050,37100,36750,404462
2023-11-23,36950,36700,37350,36700,609988
2023-11-22,36850,36550,37000,36550,474085
2023-11-21,36950,36550,37000,36350,969640
2023-11-20,36300,36000,36500,35850,506681
2023-11-17,36100,36300,36500,35950,502726
2023-11-16,36350,36400,36600,36050,611301
2023-11-15,36300,36350,36400,35850,1201910
2023-11-14,35700,35750,36000,35450,764704
2023-11-13,35400,35600,35600,35150,472602
2023-11-10,35300,34750,35400,34750,886013
2023-11-09,34800,34750,35150,34750,816083
2023-11-08,34900,35350,35450,34700,765310
2023-11-07,35050,35400,35650,34750,1178490
2023-11-06,36100,35000,36100,34750,1117837
2023-11-03,34900,34950,35050,34700,805662
2023-11-02,34500,35050,35500,34350,1219824
2023-11-01,35000,34750,35100,34450,742924
2023-10-31,34750,34400,34850,34100,1164286
2023-10-30,34100,34900,35100,33650,1396810
2023-10-27,35000,35550,35800,34900,748852
2023-10-26,35050,35500,35500,35000,616954
2023-10-25,35350,34900,35500,34900,521887
2023-10-24,35000,35450,35500,34750,486029
2023-10-23,35100,35950,35950,35000,821028
2023-10-20,35950,35950,36050,35550,664066
2023-10-19,35950,36050,36200,35800,640177
2023-10-18,36400,35550,36550,35350,1277864
2023-10-17,35300,36000,36000,35300,468140
2023-10-16,35500,35300,35950,35300,640050
2023-10-13,35500,35150,35950,35150,435133
2023-10-12,35550,35500,35700,35050,925994
2023-10-11,35500,35600,35800,35200,693178
2023-10-10,35550,36250,36350,35400,873990
2023-10-06,35350,34500,35600,34350,872192
2023-10-05,34300,35100,35300,34200,1010803
2023-10-04,35050,35050,35350,34700,1350546
2023-09-27,35600,35250,35850,35100,749827
2023-09-26,35600,36550,36700,35500,1330083
2023-09-25,37100,37450,37500,36850,961489
2023-09-22,37450,37200,37550,37100,663062
2023-09-21,37500,37850,37850,37250,955576
2023-09-20,37800,37300,37850,37150,710593
2023-09-19,37350,37600,37850,37250,628425
2023-09-18,37700,37600,38000,36850,1212208
2023-09-15,38000,36950,38200,36700,2449194
2023-09-14,36650,37100,37100,36450,1083316
2023-09-13,36750,35900,36750,35900,1148345
2023-09-12,36000,36600,36650,35650,617219
2023-09-11,36450,35850,36500,35750,1091526
2023-09-08,35750,35700,35850,35500,388661
2023-09-07,35700,35400,35850,35400,507682
2023-09-06,35700,35500,35950,35400,618296
2023-09-05,35550,35550,35900,35500,415747
2023-09-04,35700,35750,35750,35450,389267
2023-09-01,35450,35900,36000,35400,535859
2023-08-31,35550,35750,36000,35450,1828015
2023-08-30,35400,35950,36050,35400,560438
2023-08-29,35600,35550,35800,35550,482222
2023-08-28,35550,35650,35800,35350,503942
2023-08-25,35200,34850,35400,34850,654534
2023-08-24,35050,35050,35350,35050,558688
2023-08-23,35050,34800,35300,34800,659929
2023-08-22,34950,34950,35200,34850,712316
2023-08-21,35100,35150,35350,34900,864600
2023-08-18,34800,34500,35300,34500,938684
2023-08-17,34750,34300,35050,34300,857443
2023-08-16,34550,34600,34700,34400,748667
2023-08-14,34950,34800,35150,34700,610387
2023-08-11,34800,34800,35650,34750,966885
2023-08-10,34800,34900,35450,34800,992061
2023-08-09,35100,35500,35700,35100,896240
2023-08-08,35650,35800,35800,35400,1141287
2023-08-07,35550,35100,35750,34950,1394643
2023-08-04,35100,34950,35450,34850,1204526
2023-08-03,34950,35600,35700,34850,1154574
2023-08-02,35600,35800,36000,35300,1338210
2023-08-01,35950,35000,36000,34900,1693468
2023-07-31,35050,34900,35150,34650,1144977
2026-07-31,100700,100900,101800,97500,1722435
2026-07-30,100800,98300,104800,96700,1471543
2026-07-29,98300,100300,103600,95700,1382227
2026-07-28,100900,102500,105400,99700,1253310
2026-07-27,105000,104800,105700,102400,694952
2026-07-24,104400,102900,107900,101900,1087479
2026-07-23,103800,104000,105400,102700,1083249
2026-07-22,104500,105500,107200,103600,1108336
2026-07-21,104700,97400,105500,97300,1095045
2026-07-20,101800,104500,105800,100000,1377804
2026-07-16,107900,108600,112400,105000,1463864
2026-07-15,107300,107700,110400,106700,1312064
2026-07-14,106500,111100,112000,106000,1427751
2026-07-13,108600,110800,113300,107500,1376745
2026-07-10,109200,106000,111800,104300,1598006
2026-07-09,105000,108700,109700,104000,1850603
2026-07-08,107300,108700,111000,105200,1619037
2026-07-07,108600,107300,109500,105800,1496772
2026-07-06,107700,107300,110700,106500,1420236
2026-07-03,107300,104000,108000,103100,2736622
2026-07-02,102200,95800,105000,94000,1842329
2026-07-01,96400,98400,98800,94500,790055
2026-06-30,95800,98300,98600,95700,1406235
2026-06-29,96400,91300,97200,90900,1297476
2026-06-26,91600,93700,94200,89400,1318276
2026-06-25,94500,97600,97600,94000,1010303
2026-06-24,95700,97700,98000,94400,1466503
2026-06-23,97700,100400,103700,96500,1558595
2026-06-22,97500,100000,100400,97400,1096436
2026-06-19,100900,102000,104400,98700,1899794
2026-06-18,100800,101500,103300,100100,1406780
2026-06-17,103100,107100,108800,102700,1337604
2026-06-16,106700,105600,110700,105500,1236763
2026-06-15,105600,102900,110800,102000,2048362
2026-06-12,99600,99400,105000,97700,2231836
2026-06-11,96900,96100,98300,94100,1880072
2026-06-10,98200,97500,100800,95300,1631177
2026-06-09,101200,98900,102200,96500,1853431
2026-06-08,97100,104700,104900,96500,2158180
2026-06-05,107500,106200,109800,102500,3611830
2026-06-04,100100,96800,102000,95500,2050259
2026-06-02,96400,96200,96400,91800,1391336
2026-06-01,92600,93200,96200,92600,1612094
2026-05-29,93600,94400,94800,91700,2778385
2026-05-28,92800,94800,95100,91000,1081678
2026-05-27,95000,96500,97300,94500,972307
2026-05-26,96000,98200,99300,95800,896531
2026-05-22,98200,96900,99300,95500,1064030
2026-05-21,94800,95500,96700,94500,904851
2026-05-20,94000,96400,96500,92900,1185712
2026-05-19,93900,92500,95600,92100,1459581
2026-05-18,93100,95900,96000,91100,1200095
2026-05-15,95100,96600,97300,93100,1544275
2026-05-14,96800,95200,96800,93400,1563957
2026-05-13,95200,98700,98800,94700,1080975
2026-05-12,96700,98600,99000,94500,1588028
2026-05-11,97200,98100,99900,96900,1444394
2026-05-08,98000,99400,99700,97800,1318573
2026-05-07,98900,98000,99700,96100,1592277
2026-05-06,97300,97900,99900,97300,1629888
2026-05-04,98000,101100,101300,97800,1775875
2026-04-30,99900,99000,101000,99000,1660803
2026-04-29,100000,100000,100000,98500,1568495
2026-04-28,99900,100000,100200,99100,1078329
2026-04-27,99700,101300,101300,99200,1224148
2026-04-24,100000,100000,101200,99100,1046117
2026-04-23,99900,98700,100000,97000,1173646
2026-04-22,98600,99300,99400,97700,1085847
2026-04-21,99800,100000,100500,99200,574865
2026-04-20,100000,100900,101400,99600,648379
2026-04-17,99600,99600,100600,99400,665036
2026-04-16,99900,101200,101200,99500,1011060
2026-04-15,99800,100000,100900,99200,1147263
2026-04-14,98300,98700,100000,98300,920893
2026-04-13,98300,96900,98900,96300,634338
2026-04-10,98700,97000,99800,97000,630191
2026-04-09,96600,97200,98900,96400,1334538
2026-04-08,96700,96300,98400,95600,1289184
2026-04-07,91400,91800,94500,91300,890817
2026-04-06,92900,92200,94400,91800,674005
2026-04-03,91800,93500,94800,91500,558564
2026-04-02,91700,95000,97300,90800,1038396
2026-04-01,93300,93900,94200,91000,1323951
2026-03-31,87700,89000,89600,87300,1790364
2026-03-30,90500,88400,91300,87800,1084400
2026-03-27,93500,93400,93900,90000,1363436
2026-03-26,93400,93100,94600,92200,1111630
2026-03-25,92100,92500,94000,91800,1255340
2026-03-24,90000,91600,93600,88200,1633427
2026-03-23,89900,94000,94600,89300,2083701
2026-03-20,97900,95900,98800,95800,3167172
2026-03-19,96500,93000,96700,92200,1262052
2026-03-18,95000,93800,95500,92100,2543008
2026-03-17,91200,91200,93300,90300,1304315
2026-03-16,90000,89900,91200,88900,1067616
2026-03-13,90800,87300,92700,87300,2446601
2026-03-12,91900,91100,92500,89900,1757642
2026-03-11,91100,90900,94200,90300,2055895
2026-03-10,89200,90800,92700,88000,1967408
2026-03-09,88500,85700,89700,83700,1991947
2026-03-06,91800,89000,91800,89000,2033531
2026-03-05,92900,95000,96200,92100,2972109
2026-03-04,88800,94500,94600,85000,3419674
2026-03-03,96700,95900,98300,95200,2289926
2026-02-27,96900,99500,99500,96400,3007690
2026-02-26,99900,99500,100400,98300,2054336
2026-02-25,99500,100300,100800,98500,1873831
2026-02-24,100900,103800,103800,97900,1893566
2026-02-23,101800,102900,102900,100900,1403896
2026-02-20,102000,101000,102600,100200,1540884
2026-02-19,100300,102500,103400,99500,2354745
2026-02-13,102500,105200,106200,102400,3014041
2026-02-12,106000,105600,107200,101100,2276252
2026-02-11,100900,97800,101000,97800,1648821
2026-02-10,97900,95700,99000,94800,1501360
2026-02-09,93400,96000,97000,93000,1997017
2026-02-06,93600,90100,93600,87800,2556081
2026-02-05,90900,90300,91700,88600,1254944
2026-02-04,90300,92000,92500,87000,1845534
2026-02-03,88000,85500,88000,85000,1479759
2026-02-02,82500,85000,88000,82000,1592537
2026-01-30,84300,84800,86400,83800,1651120
2026-01-29,85100,85800,85800,83400,1386473
2026-01-28,83800,84900,87000,83600,1383211
2026-01-27,86100,82700,86500,82500,1650498
2026-01-26,82400,83900,84500,82400,1238425
2026-01-23,83900,83000,83900,81800,1652599
2026-01-22,82900,81700,83500,81000,1661244
2026-01-21,81200,82300,82300,80000,1201441
2026-01-20,81900,78900,82400,78800,1709340
2026-01-19,79700,78700,80400,78000,970849
2026-01-16,79200,79600,79800,78700,1049256
2026-01-15,79400,80000,80800,78600,1160986
2026-01-14,79900,78400,80000,78100,1006405
2026-01-13,78400,78100,78500,76700,1153880
2026-01-12,78200,78500,78600,77200,1099821
2026-01-09,77800,78000,78800,77500,1054964
2026-01-08,77500,78900,78900,76900,1076940
2026-01-07,79000,79200,80200,78000,1137444
2026-01-06,80500,79600,80900,79200,1225397
2026-01-05,79100,77000,79300,76600,1031715
2026-01-02,76600,76600,77100,76000,640114
2025-12-30,76900,76900,77300,76500,556030
2025-12-29,77900,75600,77900,74600,673510
2025-12-26,76800,77400,77400,76200,446463
2025-12-24,77800,77100,78100,77100,667157
2025-12-23,76500,78200,78500,75900,712754
2025-12-22,78600,78800,78900,77800,746752
2025-12-19,77300,77000,77900,76500,1703877
2025-12-18,76200,76700,76900,75500,824462
2025-12-17,76400,76600,77200,75900,1054815
2025-12-16,75800,77300,77650,75200,1842576
2025-12-15,77200,77700,78200,76900,822037
2025-12-12,77700,78200,78500,77500,892297
2025-12-11,77100,78000,78400,77100,1439842
2025-12-10,77300,78600,78700,76800,845794
2025-12-09,78400,78800,78800,77500,760299
2025-12-08,78000,80000,80000,77300,1049583
2025-12-05,80200,79200,80400,78800,742348
2025-12-04,78700,79300,79800,78500,1088335
2025-12-03,79900,81100,81400,79700,1198843
2025-12-02,81400,79700,82300,79300,2024541
2025-12-01,79700,78800,79800,78000,1074044
2025-11-28,78000,78100,78500,77100,1035489
2025-11-27,78300,78400,79700,78000,646356
2025-11-26,79000,79000,79500,78200,846976
2025-11-25,77500,77500,79000,77100,956374
2025-11-24,76300,77700,79000,76300,2110616
2025-11-21,77000,75600,77000,75100,913178
2025-11-20,76700,77100,78050,76700,732402
2025-11-19,76700,77200,78000,76000,1062065
2025-11-18,76400,77700,78800,75500,913382
2025-11-17,78200,79000,79600,77700,1009477
2025-11-14,79600,80800,80900,79300,731700
2025-11-13,80700,81500,83900,80000,1660698
2025-11-12,81400,77900,81500,77900,1993050
2025-11-11,78000,77500,79800,77500,1551727
2025-11-10,78800,80000,82000,78800,2192476
2025-11-07,77400,80700,81000,77000,1769624
2025-11-06,79200,76200,80500,75700,1793927
2025-11-05,75300,78500,78500,74300,1329671
2025-11-04,76400,73700,77500,73400,1572032
2025-11-03,74100,72600,74200,72500,871014
2025-10-31,73300,73400,74300,72500,1355094
2025-10-30,73300,72600,75600,72500,1580004
2025-10-29,74400,76000,76000,73100,1534308
2025-10-28,74000,73700,74800,73200,1112879
2025-10-27,74500,73200,75400,73100,860452
2025-10-24,73400,73600,74300,73400,854727
2025-10-23,73300,72900,74900,72200,974313
2025-10-22,74100,73600,74300,72600,879014
2025-10-21,73900,74200,77300,73700,1033460
2025-10-20,74400,74100,75000,72100,1280106
2025-10-17,73100,72000,73700,71400,1129250
2025-10-16,72700,71200,72700,71100,1244136
2025-10-15,71100,69300,71200,69300,1062558
2025-10-14,68400,69600,70100,68100,1277396
2025-10-13,70400,72100,72300,69600,1857406
2025-10-10,72000,71400,72800,70700,2295623
2025-10-02,71400,71000,72600,70800,1851325
2025-10-01,70500,70500,71300,70300,717150
2025-09-30,70800,71000,71500,70500,1592794
2025-09-29,70900,71000,71300,70400,1246294
2025-09-26,69200,69200,69900,68800,1613570
2025-09-25,69800,69300,70900,69100,1239133
2025-09-24,69100,70000,70200,68700,981893
2025-09-23,69900,69300,70400,69100,977953
2025-09-22,69500,69800,70600,69500,818240
2025-09-19,69800,68400,69800,68100,2749337
2025-09-18,69000,69200,69800,68200,1305008
2025-09-17,69700,70500,70500,69200,1201636
2025-09-16,70900,70000,71400,69600,1419816
2025-09-15,69900,68600,70600,68400,1474243
2025-09-12,69300,68900,69400,68100,1537108
2025-09-11,67800,67200,68000,66900,2324459
2025-09-10,67500,65300,68300,64700,2320970
2025-09-09,65300,64700,65500,64300,1327669
2025-09-08,64400,64500,64600,63700,647824
2025-09-05,64600,64300,64900,64200,736413
2025-09-04,64500,64800,65300,63800,874183
2025-09-03,65600,65600,65600,64800,803871
2025-09-02,64900,63900,64900,63800,788902
2025-09-01,64000,65500,65600,63600,991727
2025-08-29,65300,65900,66200,64700,1123131
2025-08-28,66100,65400,67100,65300,973152
2025-08-27,65700,65000,66000,64900,1025055
2025-08-26,65000,66600,66700,65000,3442595
2025-08-25,66700,67200,67700,66200,988096
2025-08-22,66700,67100,67800,66600,1166963
2025-08-21,67000,67400,68300,66800,1302976
2025-08-20,66900,68000,68300,65600,1797034
2025-08-19,67400,69000,69000,66800,1239749
2025-08-18,67500,69000,69100,67000,1490270
2025-08-14,69100,69700,71100,69100,1291496
2025-08-13,69400,70300,71000,69000,812202
2025-08-12,70000,69200,71200,69200,979715
2025-08-11,69400,69300,69900,68700,624850
2025-08-08,69200,68600,69400,68300,695017
2025-08-07,69200,68500,69400,68400,951223
2025-08-06,68700,67500,68800,67500,857830
2025-08-05,68000,67700,68600,67200,1355211
2025-08-04,65900,65300,66400,65000,1276777
2025-08-01,65100,66800,67200,64800,1436739
2025-07-31,68000,68200,68600,67200,957023
,,,,,
