날짜,종가,시가,고가,저가,거래량
2025-09-03,23450,23500,23750,23350,621917
2025-09-02,23450,23600,23700,23400,835351
2025-09-01,23600,23650,23800,23450,567333
2025-08-29,23750,24000,24050,23550,881016
2025-08-28,23850,24300,24300,23800,893370
2025-08-27,24150,24700,24750,24050,1132564
2025-08-26,24550,25500,25500,24400,2331110
2025-08-25,25600,25150,25750,25100,1652350
2025-08-22,24850,25000,25350,24750,1033044
2025-08-21,24950,25050,25100,24750,1012067
2025-08-20,25050,24700,25050,24450,1209512
2025-08-19,25150,24900,25300,24750,1199608
2025-08-18,24850,25050,25150,24750,930901
2025-08-14,24900,25250,25300,24750,1439729
2025-08-13,25150,24350,25400,24300,3683060
2025-08-12,23850,23900,24150,23800,587227
2025-08-11,23950,24300,24600,23950,739059
2025-08-08,24150,24000,24500,23800,1048617
2025-08-07,23950,23950,23950,23650,646023
2025-08-06,23800,23400,24000,23400,1201459
2025-08-05,23250,23500,23600,23150,944820
2025-08-04,23100,23000,23350,22950,658970
2025-08-01,23250,23500,23700,23200,1124587
2025-07-31,23700,24100,24200,23650,1179980
